timestamp,flow_rate_LPM,temperature_C,anomaly_type
2025-06-01 04:48:00.000,46.81,29.4,None
2025-06-01 04:49:26.400,50.01,30.0,None
2025-06-01 04:50:52.800,49.1,30.6,None
2025-06-01 04:52:19.200,47.86,29.9,None
2025-06-01 04:53:45.600,65.36,31.5,Flow Surge
2025-06-01 04:55:12.000,51.42,28.9,None
2025-06-01 04:56:38.400,46.93,31.3,None
2025-06-01 04:58:04.800,50.66,29.3,None
2025-06-01 04:59:31.200,53.1,30.1,None
2025-06-01 05:00:57.600,52.36,30.1,None
2025-06-01 05:02:24.000,54.12,31.8,None
2025-06-01 05:03:50.400,49.5,31.0,None
2025-06-01 05:05:16.800,51.29,31.4,None
2025-06-01 05:06:43.200,48.07,30.7,None
2025-06-01 05:08:09.600,52.12,28.2,None
2025-06-01 05:09:36.000,47.63,28.0,None
2025-06-01 05:11:02.400,49.46,30.7,None
2025-06-01 05:12:28.800,28.0,29.1,Pump Failure
2025-06-01 05:13:55.200,53.26,28.6,None
2025-06-01 05:15:21.600,46.59,29.9,None
2025-06-01 05:16:48.000,50.77,30.0,None
2025-06-01 05:18:14.400,45.87,29.9,None
2025-06-01 05:19:40.800,47.39,30.7,None
2025-06-01 05:21:07.200,50.73,29.1,None
2025-06-01 05:22:33.600,48.97,28.9,None
2025-06-01 05:24:00.000,49.87,31.0,None
2025-06-01 05:25:26.400,48.03,30.5,None
2025-06-01 05:26:52.800,48.94,29.2,None
2025-06-01 05:28:19.200,49.79,29.0,None
2025-06-01 05:29:45.600,48.89,28.8,None
2025-06-01 05:31:12.000,53.93,30.0,None
2025-06-01 05:32:38.400,48.6,30.2,None
2025-06-01 05:34:04.800,49.78,29.8,None
2025-06-01 05:35:31.200,51.23,30.8,None
2025-06-01 05:36:57.600,48.94,29.4,None
2025-06-01 05:38:24.000,,27.7,None
2025-06-01 05:39:50.400,46.97,31.4,None
2025-06-01 05:41:16.800,53.29,29.8,None
2025-06-01 05:42:43.200,51.15,30.3,None
2025-06-01 05:44:09.600,56.16,31.1,None
2025-06-01 05:45:36.000,49.74,29.0,None
2025-06-01 05:47:02.400,46.79,30.2,None
2025-06-01 05:48:28.800,48.49,28.6,None
2025-06-01 05:49:55.200,48.71,28.9,None
2025-06-01 05:51:21.600,28.37,29.9,Pump Failure
2025-06-01 05:52:48.000,49.98,31.5,None
2025-06-01 05:54:14.400,50.15,29.1,None
2025-06-01 05:55:40.800,53.05,30.5,None
2025-06-01 05:57:07.200,47.93,29.8,None
2025-06-01 05:58:33.600,48.25,28.6,None
2025-06-01 06:00:00.000,51.85,31.9,None
2025-06-01 06:01:26.400,47.2,30.6,None
2025-06-01 06:02:52.800,48.7,29.5,None
2025-06-01 06:04:19.200,48.82,29.1,None
2025-06-01 06:05:45.600,50.1,29.2,None
2025-06-01 06:07:12.000,50.54,29.9,None
2025-06-01 06:08:38.400,49.52,29.1,None
2025-06-01 06:10:04.800,63.27,31.8,Flow Surge
2025-06-01 06:11:31.200,51.0,29.0,None
2025-06-01 06:12:57.600,50.2,30.8,None
2025-06-01 06:14:24.000,31.66,30.5,Clog Detected
2025-06-01 06:15:50.400,48.67,30.6,None
2025-06-01 06:17:16.800,46.18,24.6,Sensor Drift
2025-06-01 06:18:43.200,46.74,30.0,None
2025-06-01 06:20:09.600,50.52,29.1,None
2025-06-01 06:21:36.000,51.28,28.3,None
2025-06-01 06:23:02.400,49.87,28.8,None
2025-06-01 06:24:28.800,48.7,30.0,None
2025-06-01 06:25:55.200,48.28,29.6,None
2025-06-01 06:27:21.600,52.01,29.4,None
2025-06-01 06:28:48.000,51.67,28.9,None
2025-06-01 06:30:14.400,51.06,31.4,None
2025-06-01 06:31:40.800,45.06,29.2,None
2025-06-01 06:33:07.200,51.15,29.8,None
2025-06-01 06:34:33.600,50.74,29.4,None
2025-06-01 06:36:00.000,50.17,29.8,None
2025-06-01 06:37:26.400,52.34,30.3,None
2025-06-01 06:38:52.800,50.68,29.6,None
2025-06-01 06:40:19.200,49.02,29.6,None
2025-06-01 06:41:45.600,50.79,29.6,None
2025-06-01 06:43:12.000,50.58,32.1,None
2025-06-01 06:44:38.400,51.74,29.7,None
2025-06-01 06:46:04.800,52.4,29.6,None
2025-06-01 06:47:31.200,45.92,29.0,None
2025-06-01 06:48:57.600,46.26,29.6,None
2025-06-01 06:50:24.000,50.04,31.7,None
2025-06-01 06:51:50.400,50.65,29.8,None
2025-06-01 06:53:16.800,51.66,27.8,None
2025-06-01 06:54:43.200,50.47,30.8,None
2025-06-01 06:56:09.600,47.04,31.1,None
2025-06-01 06:57:36.000,50.68,29.6,None
2025-06-01 06:59:02.400,51.27,32.3,None
2025-06-01 07:00:28.800,50.36,30.2,None
2025-06-01 07:01:55.200,49.08,29.2,None
2025-06-01 07:03:21.600,51.66,29.1,None
2025-06-01 07:04:48.000,50.14,29.5,None
2025-06-01 07:06:14.400,50.96,30.3,None
2025-06-01 07:07:40.800,52.08,29.5,None
2025-06-01 07:09:07.200,49.46,29.0,None
2025-06-01 07:10:33.600,49.11,30.4,None
2025-06-01 07:12:00.000,51.51,29.1,None
2025-06-01 07:13:26.400,51.74,31.4,None
2025-06-01 07:14:52.800,50.83,31.9,None
2025-06-01 07:16:19.200,48.45,28.8,None
2025-06-01 07:17:45.600,46.44,31.5,None
2025-06-01 07:19:12.000,51.31,29.9,None
2025-06-01 07:20:38.400,50.56,28.9,None
2025-06-01 07:22:04.800,54.89,30.1,None
2025-06-01 07:23:31.200,50.22,30.7,None
2025-06-01 07:24:57.600,50.96,30.2,None
2025-06-01 07:26:24.000,48.42,30.5,None
2025-06-01 07:27:50.400,53.76,31.3,None
2025-06-01 07:29:16.800,53.19,29.5,None
2025-06-01 07:30:43.200,48.02,29.9,None
2025-06-01 07:32:09.600,50.11,31.1,None
2025-06-01 07:33:36.000,46.62,31.5,None
2025-06-01 07:35:02.400,49.68,29.6,None
2025-06-01 07:36:28.800,47.98,28.3,None
2025-06-01 07:37:55.200,51.65,30.1,None
2025-06-01 07:39:21.600,47.42,28.7,None
2025-06-01 07:40:48.000,49.33,31.7,None
2025-06-01 07:42:14.400,49.48,28.5,None
2025-06-01 07:43:40.800,49.51,29.7,None
2025-06-01 07:45:07.200,44.61,29.9,None
2025-06-01 07:46:33.600,49.54,30.7,None
2025-06-01 07:48:00.000,53.7,31.1,None
2025-06-01 07:49:26.400,49.46,28.9,None
2025-06-01 07:50:52.800,55.15,30.1,None
2025-06-01 07:52:19.200,50.03,30.0,None
2025-06-01 07:53:45.600,50.4,29.9,None
2025-06-01 07:55:12.000,48.85,29.5,None
2025-06-01 07:56:38.400,49.93,29.5,None
2025-06-01 07:58:04.800,48.57,30.1,None
2025-06-01 07:59:31.200,49.49,31.5,None
2025-06-01 08:00:57.600,44.7,31.1,None
2025-06-01 08:02:24.000,52.49,27.9,None
2025-06-01 08:03:50.400,49.31,29.6,None
2025-06-01 08:05:16.800,47.18,29.2,None
2025-06-01 08:06:43.200,47.78,31.8,None
2025-06-01 08:08:09.600,51.87,31.3,None
2025-06-01 08:09:36.000,51.44,28.9,None
2025-06-01 08:11:02.400,48.95,30.5,None
2025-06-01 08:12:28.800,47.56,30.7,None
2025-06-01 08:13:55.200,49.52,29.6,None
2025-06-01 08:15:21.600,51.42,30.4,None
2025-06-01 08:16:48.000,49.28,31.2,None
2025-06-01 08:18:14.400,47.84,30.6,None
2025-06-01 08:19:40.800,51.19,29.7,None
2025-06-01 08:21:07.200,50.65,28.7,None
2025-06-01 08:22:33.600,51.85,29.8,None
2025-06-01 08:24:00.000,48.95,31.0,None
2025-06-01 08:25:26.400,48.59,28.6,None
2025-06-01 08:26:52.800,46.89,30.6,None
2025-06-01 08:28:19.200,47.44,31.8,None
2025-06-01 08:29:45.600,45.84,31.7,None
2025-06-01 08:31:12.000,51.06,29.7,Sensor Drift
2025-06-01 08:32:38.400,48.91,30.4,None
2025-06-01 08:34:04.800,49.92,31.1,None
2025-06-01 08:35:31.200,50.23,30.2,None
2025-06-01 08:36:57.600,49.27,29.9,None
2025-06-01 08:38:24.000,50.62,28.3,None
2025-06-01 08:39:50.400,47.3,30.7,None
2025-06-01 08:41:16.800,50.34,29.8,None
2025-06-01 08:42:43.200,50.04,30.3,None
2025-06-01 08:44:09.600,48.92,29.2,None
2025-06-01 08:45:36.000,50.39,29.0,None
2025-06-01 08:47:02.400,50.82,28.3,None
2025-06-01 08:48:28.800,52.06,30.5,None
2025-06-01 08:49:55.200,50.51,31.0,None
2025-06-01 08:51:21.600,53.33,31.0,None
2025-06-01 08:52:48.000,46.32,28.7,None
2025-06-01 08:54:14.400,48.75,30.0,None
2025-06-01 08:55:40.800,51.04,,None
2025-06-01 08:57:07.200,50.37,29.2,None
2025-06-01 08:58:33.600,48.78,28.6,None
2025-06-01 09:00:00.000,33.15,28.6,Clog Detected
2025-06-01 09:01:26.400,48.05,31.1,None
2025-06-01 09:02:52.800,48.1,32.6,None
2025-06-01 09:04:19.200,50.99,30.2,None
2025-06-01 09:05:45.600,48.28,30.7,None
2025-06-01 09:07:12.000,48.85,30.1,None
2025-06-01 09:08:38.400,55.12,29.9,None
2025-06-01 09:10:04.800,52.3,29.3,None
2025-06-01 09:11:31.200,49.93,31.8,None
2025-06-01 09:12:57.600,48.75,31.8,None
2025-06-01 09:14:24.000,53.54,28.3,Sensor Drift
2025-06-01 09:15:50.400,51.26,31.0,None
2025-06-01 09:17:16.800,51.24,28.4,None
2025-06-01 09:18:43.200,48.55,29.8,None
2025-06-01 09:20:09.600,49.85,30.6,None
2025-06-01 09:21:36.000,50.36,28.7,None
2025-06-01 09:23:02.400,50.76,30.6,None
2025-06-01 09:24:28.800,51.12,31.1,None
2025-06-01 09:25:55.200,51.67,30.5,None
2025-06-01 09:27:21.600,49.86,28.3,None
2025-06-01 09:28:48.000,50.86,30.2,None
2025-06-01 09:30:14.400,50.54,28.7,None
2025-06-01 09:31:40.800,47.84,31.1,None
2025-06-01 09:33:07.200,49.92,30.7,None
2025-06-01 09:34:33.600,50.06,30.0,None
2025-06-01 09:36:00.000,51.88,29.5,None
2025-06-01 09:37:26.400,50.19,29.5,None
2025-06-01 09:38:52.800,49.13,29.7,None
2025-06-01 09:40:19.200,50.44,29.5,None
2025-06-01 09:41:45.600,52.51,29.1,None
2025-06-01 09:43:12.000,49.63,29.6,None
2025-06-01 09:44:38.400,52.89,30.2,None
2025-06-01 09:46:04.800,52.06,28.5,None
2025-06-01 09:47:31.200,50.53,30.9,None
2025-06-01 09:48:57.600,50.16,31.1,None
2025-06-01 09:50:24.000,48.97,31.4,None
2025-06-01 09:51:50.400,54.6,29.6,None
2025-06-01 09:53:16.800,49.11,31.5,None
2025-06-01 09:54:43.200,53.16,29.5,None
2025-06-01 09:56:09.600,24.16,28.7,Pump Failure
2025-06-01 09:57:36.000,47.31,29.1,None
2025-06-01 09:59:02.400,47.99,29.2,None
2025-06-01 10:00:28.800,49.93,30.2,None
2025-06-01 10:01:55.200,53.1,29.0,None
2025-06-01 10:03:21.600,51.97,29.8,None
2025-06-01 10:04:48.000,49.9,,None
2025-06-01 10:06:14.400,47.75,30.4,None
2025-06-01 10:07:40.800,50.33,30.5,None
2025-06-01 10:09:07.200,50.58,32.5,None
2025-06-01 10:10:33.600,48.72,29.5,None
2025-06-01 10:12:00.000,48.75,29.4,None
2025-06-01 10:13:26.400,48.73,31.2,None
2025-06-01 10:14:52.800,52.84,29.4,None
2025-06-01 10:16:19.200,48.34,30.5,None
2025-06-01 10:17:45.600,48.9,30.6,None
2025-06-01 10:19:12.000,50.41,28.5,None
2025-06-01 10:20:38.400,53.1,31.8,None
2025-06-01 10:22:04.800,48.77,29.6,None
2025-06-01 10:23:31.200,50.57,30.3,None
2025-06-01 10:24:57.600,51.32,32.0,None
2025-06-01 10:26:24.000,49.65,29.2,None
2025-06-01 10:27:50.400,47.24,29.3,None
2025-06-01 10:29:16.800,49.93,31.8,None
2025-06-01 10:30:43.200,48.96,30.2,None
2025-06-01 10:32:09.600,49.97,31.2,None
2025-06-01 10:33:36.000,55.05,29.5,None
2025-06-01 10:35:02.400,49.02,31.0,None
2025-06-01 10:36:28.800,51.36,31.8,None
2025-06-01 10:37:55.200,36.17,29.6,Clog Detected
2025-06-01 10:39:21.600,51.18,31.1,None
2025-06-01 10:40:48.000,51.64,30.5,None
2025-06-01 10:42:14.400,52.13,,None
2025-06-01 10:43:40.800,52.76,30.6,None
2025-06-01 10:45:07.200,49.67,30.1,None
2025-06-01 10:46:33.600,52.41,29.2,None
2025-06-01 10:48:00.000,50.74,29.6,None
2025-06-01 10:49:26.400,50.06,31.3,None
2025-06-01 10:50:52.800,50.38,30.0,None
2025-06-01 10:52:19.200,47.28,30.7,None
2025-06-01 10:53:45.600,51.29,32.2,None
2025-06-01 10:55:12.000,49.38,30.2,None
2025-06-01 10:56:38.400,50.5,31.6,None
2025-06-01 10:58:04.800,49.81,30.3,None
2025-06-01 10:59:31.200,26.22,29.2,Pump Failure
2025-06-01 11:00:57.600,49.11,30.2,None
2025-06-01 11:02:24.000,52.15,29.0,None
2025-06-01 11:03:50.400,50.27,29.3,None
2025-06-01 11:05:16.800,52.39,28.5,None
2025-06-01 11:06:43.200,48.88,30.4,None
2025-06-01 11:08:09.600,53.13,29.9,None
2025-06-01 11:09:36.000,48.89,31.9,None
2025-06-01 11:11:02.400,47.1,27.8,None
2025-06-01 11:12:28.800,50.88,29.5,None
2025-06-01 11:13:55.200,47.96,30.7,None
2025-06-01 11:15:21.600,50.49,29.4,None
2025-06-01 11:16:48.000,47.44,30.9,None
2025-06-01 11:18:14.400,51.3,29.9,None
2025-06-01 11:19:40.800,53.69,28.9,None
2025-06-01 11:21:07.200,46.95,29.3,None
2025-06-01 11:22:33.600,64.86,31.2,Flow Surge
2025-06-01 11:24:00.000,49.52,30.4,None
2025-06-01 11:25:26.400,47.5,31.4,None
2025-06-01 11:26:52.800,49.84,31.1,None
2025-06-01 11:28:19.200,50.69,30.5,None
2025-06-01 11:29:45.600,51.14,30.4,None
2025-06-01 11:31:12.000,53.21,34.0,Sensor Drift
2025-06-01 11:32:38.400,50.39,30.7,None
2025-06-01 11:34:04.800,49.55,34.3,Sensor Drift
2025-06-01 11:35:31.200,48.65,31.8,None
2025-06-01 11:36:57.600,49.92,28.6,None
2025-06-01 11:38:24.000,50.26,29.3,None
2025-06-01 11:39:50.400,51.68,29.3,None
2025-06-01 11:41:16.800,49.11,28.1,None
2025-06-01 11:42:43.200,49.1,27.6,None
2025-06-01 11:44:09.600,46.83,30.8,None
2025-06-01 11:45:36.000,51.57,30.4,None
2025-06-01 11:47:02.400,48.07,30.0,None
2025-06-01 11:48:28.800,49.99,28.8,None
2025-06-01 11:49:55.200,53.01,30.9,None
2025-06-01 11:51:21.600,49.56,30.0,None
2025-06-01 11:52:48.000,50.42,28.0,None
2025-06-01 11:54:14.400,24.51,28.3,Pump Failure
2025-06-01 11:55:40.800,48.0,29.7,None
2025-06-01 11:57:07.200,53.6,30.6,None
2025-06-01 11:58:33.600,48.86,30.6,None
2025-06-01 12:00:00.000,52.8,30.9,None
2025-06-01 12:01:26.400,50.12,29.4,None
2025-06-01 12:02:52.800,51.4,30.4,None
2025-06-01 12:04:19.200,51.79,30.6,None
2025-06-01 12:05:45.600,52.1,29.5,None
2025-06-01 12:07:12.000,52.63,30.2,None
2025-06-01 12:08:38.400,54.15,29.3,None
2025-06-01 12:10:04.800,53.47,30.2,None
2025-06-01 12:11:31.200,48.7,29.5,None
2025-06-01 12:12:57.600,49.36,30.4,None
2025-06-01 12:14:24.000,51.05,29.4,None
2025-06-01 12:15:50.400,49.95,32.1,None
2025-06-01 12:17:16.800,53.46,30.4,None
2025-06-01 12:18:43.200,50.08,30.1,None
2025-06-01 12:20:09.600,51.23,29.0,None
2025-06-01 12:21:36.000,49.49,28.3,None
2025-06-01 12:23:02.400,50.8,30.6,None
2025-06-01 12:24:28.800,49.03,31.6,None
2025-06-01 12:25:55.200,47.55,28.5,None
2025-06-01 12:27:21.600,50.45,31.0,None
2025-06-01 12:28:48.000,28.37,28.5,Pump Failure
2025-06-01 12:30:14.400,52.16,30.0,None
2025-06-01 12:31:40.800,49.65,30.9,None
2025-06-01 12:33:07.200,51.3,28.4,None
2025-06-01 12:34:33.600,57.38,34.1,Sensor Drift
2025-06-01 12:36:00.000,48.75,30.4,None
2025-06-01 12:37:26.400,50.99,30.3,None
2025-06-01 12:38:52.800,48.9,29.3,None
2025-06-01 12:40:19.200,49.95,31.2,None
2025-06-01 12:41:45.600,51.09,29.6,None
2025-06-01 12:43:12.000,51.54,27.2,None
2025-06-01 12:44:38.400,52.3,28.3,None
2025-06-01 12:46:04.800,49.28,28.9,None
2025-06-01 12:47:31.200,47.41,31.2,None
2025-06-01 12:48:57.600,49.06,30.3,None
2025-06-01 12:50:24.000,49.91,,None
2025-06-01 12:51:50.400,50.15,28.7,None
2025-06-01 12:53:16.800,51.99,29.5,None
2025-06-01 12:54:43.200,46.89,29.6,None
2025-06-01 12:56:09.600,53.0,30.9,None
2025-06-01 12:57:36.000,49.3,29.7,None
2025-06-01 12:59:02.400,49.36,32.1,None
2025-06-01 13:00:28.800,66.15,31.4,Flow Surge
2025-06-01 13:01:55.200,52.06,30.2,None
2025-06-01 13:03:21.600,49.48,29.8,None
2025-06-01 13:04:48.000,49.86,30.0,None
2025-06-01 13:06:14.400,51.46,30.1,None
2025-06-01 13:07:40.800,51.47,29.9,None
2025-06-01 13:09:07.200,50.16,28.0,None
2025-06-01 13:10:33.600,51.83,30.3,None
2025-06-01 13:12:00.000,52.0,27.1,None
2025-06-01 13:13:26.400,54.18,29.9,None
