timestamp,flow_rate_LPM,temperature_C,anomaly_type
2025-06-01 01:01:00,52.81,28.6,None
2025-06-01 01:02:00,51.17,32.2,None
2025-06-01 01:03:00,48.02,29.4,None
2025-06-01 01:04:00,50.2,29.5,None
2025-06-01 01:05:00,46.9,30.1,None
2025-06-01 01:06:00,47.88,30.5,None
2025-06-01 01:07:00,48.16,31.5,None
2025-06-01 01:08:00,48.43,29.7,None
2025-06-01 01:09:00,51.63,28.8,None
2025-06-01 01:10:00,50.45,31.3,None
2025-06-01 01:11:00,46.79,30.2,None
2025-06-01 01:12:00,50.52,30.8,None
2025-06-01 01:13:00,47.53,28.7,None
2025-06-01 01:14:00,51.04,30.3,None
2025-06-01 01:15:00,50.5,30.3,None
2025-06-01 01:16:00,48.64,30.2,None
2025-06-01 01:17:00,50.59,29.3,None
2025-06-01 01:18:00,53.73,30.5,None
2025-06-01 01:19:00,47.62,30.7,None
2025-06-01 01:20:00,48.05,30.8,None
2025-06-01 01:21:00,52.32,29.2,None
2025-06-01 01:22:00,51.93,30.4,None
2025-06-01 01:23:00,51.64,31.9,None
2025-06-01 01:24:00,49.51,29.2,None
2025-06-01 01:25:00,48.22,29.2,None
2025-06-01 01:26:00,49.85,30.3,None
2025-06-01 01:27:00,50.55,30.8,None
2025-06-01 01:28:00,50.03,31.5,None
2025-06-01 01:29:00,49.47,32.7,None
2025-06-01 01:30:00,51.25,29.1,None
2025-06-01 01:31:00,47.86,30.5,None
2025-06-01 01:32:00,49.55,30.7,None
2025-06-01 01:33:00,50.95,29.9,None
2025-06-01 01:34:00,48.31,28.5,None
2025-06-01 01:35:00,49.11,30.9,None
2025-06-01 01:36:00,50.43,28.8,None
2025-06-01 01:37:00,50.35,30.4,None
2025-06-01 01:38:00,48.23,30.2,None
2025-06-01 01:39:00,50.12,28.9,None
2025-06-01 01:40:00,50.72,30.6,None
2025-06-01 01:41:00,52.17,31.1,None
2025-06-01 01:42:00,47.24,29.1,None
2025-06-01 01:43:00,51.03,30.5,None
2025-06-01 01:44:00,51.03,33.9,None
2025-06-01 01:45:00,51.14,31.1,None
2025-06-01 01:46:00,51.91,30.7,None
2025-06-01 01:47:00,49.37,30.8,None
2025-06-01 01:48:00,48.45,29.8,None
2025-06-01 01:49:00,49.03,30.1,None
2025-06-01 01:50:00,54.63,28.1,None
2025-06-01 01:51:00,51.37,28.4,None
2025-06-01 01:52:00,49.06,31.1,None
2025-06-01 01:53:00,50.13,28.9,None
2025-06-01 01:54:00,48.57,30.7,None
2025-06-01 01:55:00,48.54,30.2,None
2025-06-01 01:56:00,50.09,29.3,None
2025-06-01 01:57:00,54.29,30.6,None
2025-06-01 01:58:00,45.95,30.2,None
2025-06-01 01:59:00,48.68,30.9,None
2025-06-01 02:00:00,48.41,29.9,None
2025-06-01 02:01:00,51.01,30.9,None
2025-06-01 02:02:00,47.6,29.7,None
2025-06-01 02:03:00,49.05,29.3,None
2025-06-01 02:04:00,53.53,30.4,None
2025-06-01 02:05:00,47.48,30.9,None
2025-06-01 02:06:00,54.24,31.0,None
2025-06-01 02:07:00,46.96,29.5,None
2025-06-01 02:08:00,52.53,29.3,None
2025-06-01 02:09:00,50.89,30.8,None
2025-06-01 02:10:00,48.15,29.9,None
2025-06-01 02:11:00,43.52,29.0,None
2025-06-01 02:12:00,49.49,28.8,None
2025-06-01 02:13:00,53.26,28.6,None
2025-06-01 02:14:00,49.12,30.1,None
2025-06-01 02:15:00,52.88,28.6,None
2025-06-01 02:16:00,52.33,30.0,None
2025-06-01 02:17:00,48.04,30.5,None
2025-06-01 02:18:00,50.4,29.4,None
2025-06-01 02:19:00,50.14,29.6,None
2025-06-01 02:20:00,50.23,30.7,None
2025-06-01 02:21:00,53.17,28.8,None
2025-06-01 02:22:00,54.27,28.0,None
2025-06-01 02:23:00,49.7,30.6,None
2025-06-01 02:24:00,50.56,29.4,None
2025-06-01 02:25:00,49.58,29.5,None
2025-06-01 02:26:00,48.82,30.8,None
2025-06-01 02:27:00,50.71,29.3,None
2025-06-01 02:28:00,51.8,30.3,None
2025-06-01 02:29:00,51.63,30.6,None
2025-06-01 02:30:00,48.34,29.4,None
2025-06-01 02:31:00,51.49,30.6,None
2025-06-01 02:32:00,49.96,30.1,None
2025-06-01 02:33:00,52.56,29.4,None
2025-06-01 02:34:00,51.09,29.8,None
2025-06-01 02:35:00,49.56,31.1,None
2025-06-01 02:36:00,51.65,30.8,None
2025-06-01 02:37:00,52.61,30.0,None
2025-06-01 02:38:00,51.36,29.7,None
2025-06-01 02:39:00,50.65,29.9,None
2025-06-01 02:40:00,50.19,30.6,None
2025-06-01 02:41:00,48.36,32.1,None
2025-06-01 02:42:00,47.99,28.8,None
2025-06-01 02:43:00,52.32,30.8,None
2025-06-01 02:44:00,51.25,30.6,None
2025-06-01 02:45:00,49.98,29.1,None
2025-06-01 02:46:00,50.15,29.3,None
2025-06-01 02:47:00,51.95,29.9,None
2025-06-01 02:48:00,48.35,29.7,None
2025-06-01 02:49:00,50.83,29.4,None
2025-06-01 02:50:00,48.36,30.2,None
2025-06-01 02:51:00,50.49,29.5,None
2025-06-01 02:52:00,49.06,30.2,None
2025-06-01 02:53:00,47.1,28.6,None
2025-06-01 02:54:00,48.56,29.8,None
2025-06-01 02:55:00,50.62,31.5,None
2025-06-01 02:56:00,51.72,29.8,None
2025-06-01 02:57:00,49.96,29.0,None
2025-06-01 02:58:00,49.96,29.7,None
2025-06-01 02:59:00,50.65,29.2,None
2025-06-01 03:00:00,51.04,31.5,None
2025-06-01 03:01:00,49.78,30.4,None
2025-06-01 03:02:00,51.38,29.6,None
2025-06-01 03:03:00,50.45,30.0,None
2025-06-01 03:04:00,50.2,29.2,None
2025-06-01 03:05:00,50.05,30.5,None
2025-06-01 03:06:00,52.9,31.0,None
2025-06-01 03:07:00,54.31,29.2,None
2025-06-01 03:08:00,51.74,30.2,None
2025-06-01 03:09:00,54.38,29.2,None
2025-06-01 03:10:00,48.32,29.4,None
2025-06-01 03:11:00,45.75,29.5,None
2025-06-01 03:12:00,48.48,30.2,None
2025-06-01 03:13:00,50.68,31.9,None
2025-06-01 03:14:00,51.9,29.4,None
2025-06-01 03:15:00,48.2,30.5,None
2025-06-01 03:16:00,47.36,31.8,None
2025-06-01 03:17:00,52.36,29.5,None
2025-06-01 03:18:00,46.57,31.4,None
2025-06-01 03:19:00,49.77,31.2,None
2025-06-01 03:20:00,46.81,29.4,None
2025-06-01 03:21:00,50.01,30.0,None
2025-06-01 03:22:00,49.1,30.6,None
2025-06-01 03:23:00,47.86,29.9,None
2025-06-01 03:24:00,50.24,30.5,None
2025-06-01 03:25:00,51.42,28.9,None
2025-06-01 03:26:00,46.93,31.3,None
2025-06-01 03:27:00,50.66,29.3,None
2025-06-01 03:28:00,53.1,30.1,None
2025-06-01 03:29:00,52.36,30.1,None
2025-06-01 03:30:00,54.12,31.8,None
2025-06-01 03:31:00,49.5,31.0,None
2025-06-01 03:32:00,51.29,31.4,None
2025-06-01 03:33:00,48.07,30.7,None
2025-06-01 03:34:00,52.12,28.2,None
2025-06-01 03:35:00,47.63,28.0,None
2025-06-01 03:36:00,49.46,30.7,None
2025-06-01 03:37:00,53.0,30.1,None
2025-06-01 03:38:00,53.26,28.6,None
2025-06-01 03:39:00,46.59,29.9,None
2025-06-01 03:40:00,50.77,30.0,None
2025-06-01 03:41:00,45.87,29.9,None
2025-06-01 03:42:00,47.39,30.7,None
2025-06-01 03:43:00,50.73,29.1,None
2025-06-01 03:44:00,48.97,28.9,None
2025-06-01 03:45:00,49.87,31.0,None
2025-06-01 03:46:00,48.03,30.5,None
2025-06-01 03:47:00,48.94,29.2,None
2025-06-01 03:48:00,49.79,29.0,None
2025-06-01 03:49:00,48.89,28.8,None
2025-06-01 03:50:00,53.93,30.0,None
2025-06-01 03:51:00,48.6,30.2,None
2025-06-01 03:52:00,49.78,29.8,None
2025-06-01 03:53:00,51.23,30.8,None
2025-06-01 03:54:00,48.94,29.4,None
2025-06-01 03:55:00,49.45,27.7,None
2025-06-01 03:56:00,46.97,31.4,None
2025-06-01 03:57:00,53.29,29.8,None
2025-06-01 03:58:00,51.15,30.3,None
2025-06-01 03:59:00,56.16,31.1,None
2025-06-01 04:00:00,49.74,29.0,None
2025-06-01 04:01:00,46.79,30.2,None
2025-06-01 04:02:00,48.49,28.6,None
2025-06-01 04:03:00,48.71,28.9,None
2025-06-01 04:04:00,53.37,30.9,None
2025-06-01 04:05:00,49.98,31.5,None
2025-06-01 04:06:00,50.15,29.1,None
2025-06-01 04:07:00,53.05,30.5,None
2025-06-01 04:08:00,47.93,29.8,None
2025-06-01 04:09:00,48.25,28.6,None
2025-06-01 04:10:00,51.85,31.9,None
2025-06-01 04:11:00,47.2,30.6,None
2025-06-01 04:12:00,48.7,29.5,None
2025-06-01 04:13:00,48.82,29.1,None
2025-06-01 04:14:00,50.1,29.2,None
2025-06-01 04:15:00,50.54,29.9,None
2025-06-01 04:16:00,49.52,29.1,None
2025-06-01 04:17:00,48.85,30.8,None
2025-06-01 04:18:00,51.0,29.0,None
2025-06-01 04:19:00,50.2,30.8,None
2025-06-01 04:20:00,46.66,30.5,None
2025-06-01 04:21:00,48.67,30.6,None
2025-06-01 04:22:00,48.47,28.2,None
2025-06-01 04:23:00,46.74,30.0,None
2025-06-01 04:24:00,50.52,29.1,None
2025-06-01 04:25:00,51.28,28.3,None
2025-06-01 04:26:00,49.87,28.8,None
2025-06-01 04:27:00,48.7,30.0,None
2025-06-01 04:28:00,48.28,29.6,None
2025-06-01 04:29:00,52.01,29.4,None
2025-06-01 04:30:00,51.67,28.9,None
2025-06-01 04:31:00,51.06,31.4,None
2025-06-01 04:32:00,45.06,29.2,None
2025-06-01 04:33:00,51.15,29.8,None
2025-06-01 04:34:00,50.74,29.4,None
2025-06-01 04:35:00,50.17,29.8,None
2025-06-01 04:36:00,52.34,30.3,None
2025-06-01 04:37:00,50.68,29.6,None
2025-06-01 04:38:00,49.02,29.6,None
2025-06-01 04:39:00,50.79,29.6,None
2025-06-01 04:40:00,50.58,32.1,None
2025-06-01 04:41:00,51.74,29.7,None
2025-06-01 04:42:00,52.4,29.6,None
2025-06-01 04:43:00,45.92,29.0,None
2025-06-01 04:44:00,46.26,29.6,None
2025-06-01 04:45:00,50.04,31.7,None
2025-06-01 04:46:00,50.65,29.8,None
2025-06-01 04:47:00,51.66,27.8,None
2025-06-01 04:48:00,50.47,30.8,None
2025-06-01 04:49:00,47.04,31.1,None
2025-06-01 04:50:00,50.68,29.6,None
2025-06-01 04:51:00,51.27,32.3,None
2025-06-01 04:52:00,50.36,30.2,None
2025-06-01 04:53:00,49.08,29.2,None
2025-06-01 04:54:00,51.66,29.1,None
2025-06-01 04:55:00,50.14,29.5,None
2025-06-01 04:56:00,50.96,30.3,None
2025-06-01 04:57:00,52.08,29.5,None
2025-06-01 04:58:00,49.46,29.0,None
2025-06-01 04:59:00,49.11,30.4,None
2025-06-01 05:00:00,51.51,29.1,None
2025-06-01 05:01:00,51.74,31.4,None
2025-06-01 05:02:00,50.83,31.9,None
2025-06-01 05:03:00,48.45,28.8,None
2025-06-01 05:04:00,46.44,31.5,None
2025-06-01 05:05:00,51.31,29.9,None
2025-06-01 05:06:00,50.56,28.9,None
2025-06-01 05:07:00,54.89,30.1,None
2025-06-01 05:08:00,50.22,30.7,None
2025-06-01 05:09:00,50.96,30.2,None
2025-06-01 05:10:00,48.42,30.5,None
2025-06-01 05:11:00,53.76,31.3,None
2025-06-01 05:12:00,53.19,29.5,None
2025-06-01 05:13:00,48.02,29.9,None
2025-06-01 05:14:00,50.11,31.1,None
2025-06-01 05:15:00,46.62,31.5,None
2025-06-01 05:16:00,49.68,29.6,None
2025-06-01 05:17:00,47.98,28.3,None
2025-06-01 05:18:00,51.65,30.1,None
2025-06-01 05:19:00,47.42,28.7,None
2025-06-01 05:20:00,49.33,31.7,None
2025-06-01 05:21:00,49.48,28.5,None
2025-06-01 05:22:00,49.51,29.7,None
2025-06-01 05:23:00,44.61,29.9,None
2025-06-01 05:24:00,49.54,30.7,None
2025-06-01 05:25:00,53.7,31.1,None
2025-06-01 05:26:00,49.46,28.9,None
2025-06-01 05:27:00,55.15,30.1,None
2025-06-01 05:28:00,50.03,30.0,None
2025-06-01 05:29:00,50.4,29.9,None
2025-06-01 05:30:00,48.85,29.5,None
2025-06-01 05:31:00,49.93,29.5,None
2025-06-01 05:32:00,48.57,30.1,None
2025-06-01 05:33:00,49.49,31.5,None
2025-06-01 05:34:00,44.7,31.1,None
2025-06-01 05:35:00,52.49,27.9,None
2025-06-01 05:36:00,49.31,29.6,None
2025-06-01 05:37:00,47.18,29.2,None
2025-06-01 05:38:00,47.78,31.8,None
2025-06-01 05:39:00,51.87,31.3,None
2025-06-01 05:40:00,51.44,28.9,None
2025-06-01 05:41:00,48.95,30.5,None
2025-06-01 05:42:00,47.56,30.7,None
2025-06-01 05:43:00,49.52,29.6,None
2025-06-01 05:44:00,51.42,30.4,None
2025-06-01 05:45:00,49.28,31.2,None
2025-06-01 05:46:00,47.84,30.6,None
2025-06-01 05:47:00,51.19,29.7,None
2025-06-01 05:48:00,50.65,28.7,None
2025-06-01 05:49:00,51.85,29.8,None
2025-06-01 05:50:00,48.95,31.0,None
2025-06-01 05:51:00,48.59,28.6,None
2025-06-01 05:52:00,46.89,30.6,None
2025-06-01 05:53:00,47.44,31.8,None
2025-06-01 05:54:00,45.84,31.7,None
2025-06-01 05:55:00,50.42,29.9,None
2025-06-01 05:56:00,48.91,30.4,None
2025-06-01 05:57:00,49.92,31.1,None
2025-06-01 05:58:00,50.23,30.2,None
2025-06-01 05:59:00,49.27,29.9,None
2025-06-01 06:00:00,50.62,28.3,None
2025-06-01 06:01:00,47.3,30.7,None
2025-06-01 06:02:00,50.34,29.8,None
2025-06-01 06:03:00,50.04,30.3,None
2025-06-01 06:04:00,48.92,29.2,None
2025-06-01 06:05:00,50.39,29.0,None
2025-06-01 06:06:00,50.82,28.3,None
2025-06-01 06:07:00,52.06,30.5,None
2025-06-01 06:08:00,50.51,31.0,None
2025-06-01 06:09:00,53.33,31.0,None
2025-06-01 06:10:00,46.32,28.7,None
2025-06-01 06:11:00,48.75,30.0,None
2025-06-01 06:12:00,51.04,29.3,None
2025-06-01 06:13:00,50.37,29.2,None
2025-06-01 06:14:00,48.78,28.6,None
2025-06-01 06:15:00,48.15,28.6,None
2025-06-01 06:16:00,48.05,31.1,None
2025-06-01 06:17:00,48.1,32.6,None
2025-06-01 06:18:00,50.99,30.2,None
2025-06-01 06:19:00,48.28,30.7,None
2025-06-01 06:20:00,48.85,30.1,None
2025-06-01 06:21:00,55.12,29.9,None
2025-06-01 06:22:00,52.3,29.3,None
2025-06-01 06:23:00,49.93,31.8,None
2025-06-01 06:24:00,48.75,31.8,None
2025-06-01 06:25:00,51.42,29.4,None
2025-06-01 06:26:00,51.26,31.0,None
2025-06-01 06:27:00,51.24,28.4,None
2025-06-01 06:28:00,48.55,29.8,None
2025-06-01 06:29:00,49.85,30.6,None
2025-06-01 06:30:00,50.36,28.7,None
2025-06-01 06:31:00,50.76,30.6,None
2025-06-01 06:32:00,51.12,31.1,None
2025-06-01 06:33:00,51.67,30.5,None
2025-06-01 06:34:00,49.86,28.3,None
2025-06-01 06:35:00,50.86,30.2,None
2025-06-01 06:36:00,50.54,28.7,None
2025-06-01 06:37:00,47.84,31.1,None
2025-06-01 06:38:00,49.92,30.7,None
2025-06-01 06:39:00,50.06,30.0,None
2025-06-01 06:40:00,51.88,29.5,None
2025-06-01 06:41:00,50.19,29.5,None
2025-06-01 06:42:00,49.13,29.7,None
2025-06-01 06:43:00,50.44,29.5,None
2025-06-01 06:44:00,52.51,29.1,None
2025-06-01 06:45:00,49.63,29.6,None
2025-06-01 06:46:00,52.89,30.2,None
2025-06-01 06:47:00,52.06,28.5,None
2025-06-01 06:48:00,50.53,30.9,None
2025-06-01 06:49:00,50.16,31.1,None
2025-06-01 06:50:00,48.97,31.4,None
2025-06-01 06:51:00,54.6,29.6,None
2025-06-01 06:52:00,49.11,31.5,None
2025-06-01 06:53:00,53.16,29.5,None
2025-06-01 06:54:00,49.16,29.7,None
2025-06-01 06:55:00,47.31,29.1,None
2025-06-01 06:56:00,47.99,29.2,None
2025-06-01 06:57:00,49.93,30.2,None
2025-06-01 06:58:00,53.1,29.0,None
2025-06-01 06:59:00,51.97,29.8,None
2025-06-01 07:00:00,49.9,30.7,None
2025-06-01 07:01:00,47.75,30.4,None
2025-06-01 07:02:00,50.33,30.5,None
2025-06-01 07:03:00,50.58,32.5,None
2025-06-01 07:04:00,48.72,29.5,None
2025-06-01 07:05:00,48.75,29.4,None
2025-06-01 07:06:00,48.73,31.2,None
2025-06-01 07:07:00,52.84,29.4,None
2025-06-01 07:08:00,48.34,30.5,None
2025-06-01 07:09:00,48.9,30.6,None
2025-06-01 07:10:00,50.41,28.5,None
2025-06-01 07:11:00,53.1,31.8,None
2025-06-01 07:12:00,48.77,29.6,None
2025-06-01 07:13:00,50.57,30.3,None
2025-06-01 07:14:00,51.32,32.0,None
2025-06-01 07:15:00,49.65,29.2,None
2025-06-01 07:16:00,47.24,29.3,None
2025-06-01 07:17:00,49.93,31.8,None
2025-06-01 07:18:00,48.96,30.2,None
2025-06-01 07:19:00,49.97,31.2,None
2025-06-01 07:20:00,55.05,29.5,None
2025-06-01 07:21:00,49.02,31.0,None
2025-06-01 07:22:00,51.36,31.8,None
2025-06-01 07:23:00,51.17,29.6,None
2025-06-01 07:24:00,51.18,31.1,None
2025-06-01 07:25:00,51.64,30.5,None
2025-06-01 07:26:00,52.13,31.2,None
2025-06-01 07:27:00,52.76,30.6,None
2025-06-01 07:28:00,49.67,30.1,None
2025-06-01 07:29:00,52.41,29.2,None
2025-06-01 07:30:00,50.74,29.6,None
2025-06-01 07:31:00,50.06,31.3,None
2025-06-01 07:32:00,50.38,30.0,None
2025-06-01 07:33:00,47.28,30.7,None
2025-06-01 07:34:00,51.29,32.2,None
2025-06-01 07:35:00,49.38,30.2,None
2025-06-01 07:36:00,50.5,31.6,None
2025-06-01 07:37:00,49.81,30.3,None
2025-06-01 07:38:00,51.22,30.2,None
2025-06-01 07:39:00,49.11,30.2,None
2025-06-01 07:40:00,52.15,29.0,None
2025-06-01 07:41:00,50.27,29.3,None
2025-06-01 07:42:00,52.39,28.5,None
2025-06-01 07:43:00,48.88,30.4,None
2025-06-01 07:44:00,53.13,29.9,None
2025-06-01 07:45:00,48.89,31.9,None
2025-06-01 07:46:00,47.1,27.8,None
2025-06-01 07:47:00,50.88,29.5,None
2025-06-01 07:48:00,47.96,30.7,None
2025-06-01 07:49:00,50.49,29.4,None
2025-06-01 07:50:00,47.44,30.9,None
2025-06-01 07:51:00,51.3,29.9,None
2025-06-01 07:52:00,53.69,28.9,None
2025-06-01 07:53:00,46.95,29.3,None
2025-06-01 07:54:00,49.91,30.2,None
2025-06-01 07:55:00,49.52,30.4,None
2025-06-01 07:56:00,47.5,31.4,None
2025-06-01 07:57:00,49.84,31.1,None
2025-06-01 07:58:00,50.69,30.5,None
2025-06-01 07:59:00,51.14,30.4,None
2025-06-01 08:00:00,51.29,31.3,None
2025-06-01 08:01:00,50.39,30.7,None
2025-06-01 08:02:00,49.82,31.4,None
2025-06-01 08:03:00,48.65,31.8,None
2025-06-01 08:04:00,49.92,28.6,None
2025-06-01 08:05:00,50.26,29.3,None
2025-06-01 08:06:00,51.68,29.3,None
2025-06-01 08:07:00,49.11,28.1,None
2025-06-01 08:08:00,49.1,27.6,None
2025-06-01 08:09:00,46.83,30.8,None
2025-06-01 08:10:00,51.57,30.4,None
2025-06-01 08:11:00,48.07,30.0,None
2025-06-01 08:12:00,49.99,28.8,None
2025-06-01 08:13:00,53.01,30.9,None
2025-06-01 08:14:00,49.56,30.0,None
2025-06-01 08:15:00,50.42,28.0,None
2025-06-01 08:16:00,49.51,29.3,None
2025-06-01 08:17:00,48.0,29.7,None
2025-06-01 08:18:00,53.6,30.6,None
2025-06-01 08:19:00,48.86,30.6,None
2025-06-01 08:20:00,35.12,30.9,Clog Detected
2025-06-01 08:21:00,35.79,30.7,Clog Detected
2025-06-01 08:22:00,37.1,30.6,Clog Detected
2025-06-01 08:23:00,35.4,31.3,Clog Detected
2025-06-01 08:24:00,38.47,29.3,Clog Detected
2025-06-01 08:25:00,34.03,29.3,Clog Detected
2025-06-01 08:26:00,36.05,30.4,Clog Detected
2025-06-01 08:27:00,39.28,30.0,Clog Detected
2025-06-01 08:28:00,35.08,30.4,Clog Detected
2025-06-01 08:29:00,32.95,30.6,Clog Detected
2025-06-01 08:30:00,35.8,28.3,Clog Detected
2025-06-01 08:31:00,38.15,29.5,Clog Detected
2025-06-01 08:32:00,35.45,28.5,Clog Detected
2025-06-01 08:33:00,34.08,31.7,Clog Detected
2025-06-01 08:34:00,34.65,30.0,Clog Detected
2025-06-01 08:35:00,31.85,30.7,Clog Detected
2025-06-01 08:36:00,33.75,31.4,Clog Detected
2025-06-01 08:37:00,35.52,30.5,Clog Detected
2025-06-01 08:38:00,34.95,29.3,Clog Detected
2025-06-01 08:39:00,34.26,30.5,Clog Detected
2025-06-01 08:40:00,37.3,27.2,Clog Detected
2025-06-01 08:41:00,32.76,29.6,Clog Detected
2025-06-01 08:42:00,34.06,31.2,Clog Detected
2025-06-01 08:43:00,35.95,30.0,Clog Detected
2025-06-01 08:44:00,36.99,28.7,Clog Detected
2025-06-01 08:45:00,34.14,28.4,Clog Detected
2025-06-01 08:46:00,34.3,30.9,Clog Detected
2025-06-01 08:47:00,39.15,29.7,Clog Detected
2025-06-01 08:48:00,37.06,30.4,Clog Detected
2025-06-01 08:49:00,34.61,29.7,Clog Detected
2025-06-01 08:50:00,36.46,30.0,Clog Detected
2025-06-01 08:51:00,34.84,30.7,Clog Detected
2025-06-01 08:52:00,36.83,28.0,Clog Detected
2025-06-01 08:53:00,29.21,31.0,Clog Detected
2025-06-01 08:54:00,37.22,29.9,Clog Detected
2025-06-01 08:55:00,32.89,30.6,Clog Detected
2025-06-01 08:56:00,34.62,31.9,Clog Detected
2025-06-01 08:57:00,35.99,30.9,Clog Detected
2025-06-01 08:58:00,39.81,30.4,Clog Detected
2025-06-01 08:59:00,37.1,30.2,Clog Detected
2025-06-01 09:00:00,36.28,31.2,Clog Detected
2025-06-01 09:01:00,32.71,31.6,Clog Detected
2025-06-01 09:02:00,34.87,29.2,Clog Detected
2025-06-01 09:03:00,35.84,30.3,Clog Detected
2025-06-01 09:04:00,34.51,30.5,Clog Detected
2025-06-01 09:05:00,32.54,31.2,Clog Detected
2025-06-01 09:06:00,34.4,30.7,Clog Detected
2025-06-01 09:07:00,35.25,29.8,Clog Detected
2025-06-01 09:08:00,32.81,30.0,Clog Detected
2025-06-01 09:09:00,33.31,31.6,Clog Detected
2025-06-01 09:10:00,33.72,27.8,Clog Detected
2025-06-01 09:11:00,37.02,31.6,Clog Detected
2025-06-01 09:12:00,36.96,32.3,Clog Detected
2025-06-01 09:13:00,39.58,27.5,Clog Detected
2025-06-01 09:14:00,37.05,28.4,Clog Detected
2025-06-01 09:15:00,36.13,31.4,Clog Detected
2025-06-01 09:16:00,36.52,30.9,Clog Detected
2025-06-01 09:17:00,34.87,30.1,Clog Detected
2025-06-01 09:18:00,31.61,29.7,Clog Detected
2025-06-01 09:19:00,32.79,29.0,Clog Detected
2025-06-01 09:20:00,36.84,31.4,Clog Detected
2025-06-01 09:21:00,36.88,29.0,Clog Detected
2025-06-01 09:22:00,36.1,29.8,Clog Detected
2025-06-01 09:23:00,32.33,30.1,Clog Detected
2025-06-01 09:24:00,31.81,30.3,Clog Detected
2025-06-01 09:25:00,36.1,30.0,Clog Detected
2025-06-01 09:26:00,35.25,31.4,Clog Detected
2025-06-01 09:27:00,36.09,30.1,Clog Detected
2025-06-01 09:28:00,33.6,30.0,Clog Detected
2025-06-01 09:29:00,38.5,28.6,Clog Detected
2025-06-01 09:30:00,33.56,29.3,Clog Detected
2025-06-01 09:31:00,37.5,29.7,Clog Detected
2025-06-01 09:32:00,33.33,30.3,Clog Detected
2025-06-01 09:33:00,35.62,28.8,Clog Detected
2025-06-01 09:34:00,34.63,30.4,Clog Detected
2025-06-01 09:35:00,34.71,30.0,Clog Detected
2025-06-01 09:36:00,33.89,32.2,Clog Detected
2025-06-01 09:37:00,40.16,29.9,Clog Detected
2025-06-01 09:38:00,38.36,31.6,Clog Detected
2025-06-01 09:39:00,38.26,30.6,Clog Detected
2025-06-01 09:40:00,33.84,29.8,Clog Detected
2025-06-01 09:41:00,32.55,29.4,Clog Detected
2025-06-01 09:42:00,35.47,29.2,Clog Detected
2025-06-01 09:43:00,36.67,30.3,Clog Detected
2025-06-01 09:44:00,37.46,30.4,Clog Detected
2025-06-01 09:45:00,35.84,31.7,Clog Detected
2025-06-01 09:46:00,36.12,29.9,Clog Detected
