timestamp,sensor_id,flow_rate,pressure,temperature_C,pump_status,anomaly_type
2025-06-01 02:04:00,S1,28.43,1.64,38.1,Yes,None
2025-06-01 02:05:00,S4,6.41,3.67,33.5,Yes,None
2025-06-01 02:06:00,S5,18.53,4.07,34.9,Yes,None
2025-06-01 02:07:00,S4,6.93,1.98,23.5,Yes,None
2025-06-01 02:08:00,S5,16.51,2.88,28.3,Yes,None
2025-06-01 02:09:00,S5,20.61,2.07,32.1,Yes,None
2025-06-01 02:10:00,S3,5.95,2.86,32.2,Yes,None
2025-06-01 02:11:00,S5,15.77,3.61,31.7,Yes,None
2025-06-01 02:12:00,S4,14.23,4.62,33.8,Yes,None
2025-06-01 02:13:00,S5,2.41,2.55,34.0,Yes,None
2025-06-01 02:14:00,S3,24.6,3.7,35.5,Yes,None
2025-06-01 02:15:00,S3,10.27,3.72,34.7,Yes,None
2025-06-01 02:16:00,S4,17.37,2.85,36.8,Yes,None
2025-06-01 02:17:00,S2,15.59,4.16,36.8,Yes,None
2025-06-01 02:18:00,S2,15.54,2.67,32.7,Yes,None
2025-06-01 02:19:00,S5,3.48,3.44,40.3,Yes,None
2025-06-01 02:20:00,S1,12.88,2.43,37.4,Yes,None
2025-06-01 02:21:00,S5,13.74,3.53,28.8,Yes,None
2025-06-01 02:22:00,S4,22.09,3.43,33.6,Yes,None
2025-06-01 02:23:00,S4,25.25,4.19,24.6,Yes,None
2025-06-01 02:24:00,S4,16.49,4.84,25.3,Yes,None
2025-06-01 02:25:00,S4,2.88,3.92,30.0,Yes,None
2025-06-01 02:26:00,S4,7.33,3.67,28.5,Yes,None
2025-06-01 02:27:00,S3,5.2,2.61,30.0,Yes,None
2025-06-01 02:28:00,S2,4.0,0.73,33.3,Yes,None
2025-06-01 02:29:00,S4,11.17,4.3,36.9,Yes,None
2025-06-01 02:30:00,S1,7.11,4.86,36.7,Yes,None
2025-06-01 02:31:00,S1,6.78,3.31,33.7,Yes,None
2025-06-01 02:32:00,S1,1.92,1.99,27.7,Yes,None
2025-06-01 02:33:00,S1,0.82,4.38,29.8,Yes,Clogging
2025-06-01 02:34:00,S3,3.35,4.11,34.5,Yes,None
2025-06-01 02:35:00,S1,5.41,0.96,28.7,Yes,None
2025-06-01 02:36:00,S4,13.1,3.14,26.9,Yes,None
2025-06-01 02:37:00,S5,15.46,3.24,34.0,Yes,None
2025-06-01 02:38:00,S1,4.48,1.4,31.8,Yes,None
2025-06-01 02:39:00,S3,12.92,1.92,31.2,Yes,None
2025-06-01 02:40:00,S3,10.45,4.09,36.4,Yes,None
2025-06-01 02:41:00,S1,5.75,3.07,36.4,Yes,None
2025-06-01 02:42:00,S5,0.5,2.05,39.1,Yes,None
2025-06-01 02:43:00,S1,14.17,2.33,29.4,Yes,None
2025-06-01 02:44:00,S3,20.66,1.8,33.7,Yes,None
2025-06-01 02:45:00,S2,7.02,3.08,32.1,Yes,None
2025-06-01 02:46:00,S4,4.21,3.75,33.4,Yes,None
2025-06-01 02:47:00,S3,26.65,4.18,27.5,Yes,None
2025-06-01 02:48:00,S1,8.47,2.33,26.4,Yes,None
2025-06-01 02:49:00,S4,6.94,2.65,31.8,Yes,None
2025-06-01 02:50:00,S1,25.76,3.5,28.6,Yes,None
2025-06-01 02:51:00,S1,24.57,3.95,35.8,Yes,None
2025-06-01 02:52:00,S2,13.62,3.37,26.0,Yes,None
2025-06-01 02:53:00,S4,14.83,4.27,26.3,Yes,None
2025-06-01 02:54:00,S4,6.77,4.82,30.3,Yes,None
2025-06-01 02:55:00,S2,2.63,1.37,25.8,Yes,None
2025-06-01 02:56:00,S3,17.33,4.52,38.7,Yes,None
2025-06-01 02:57:00,S1,3.22,4.3,31.3,Yes,None
2025-06-01 02:58:00,S5,13.64,1.82,29.6,Yes,None
2025-06-01 02:59:00,S1,28.23,3.46,33.9,Yes,None
2025-06-01 03:00:00,S1,28.6,3.64,35.5,Yes,None
2025-06-01 03:01:00,S3,7.41,1.91,32.8,Yes,None
2025-06-01 03:02:00,S1,18.84,2.94,31.7,Yes,None
2025-06-01 03:03:00,S2,14.38,3.16,28.1,Yes,None
2025-06-01 03:04:00,S2,26.31,1.92,34.5,Yes,None
2025-06-01 03:05:00,S4,8.36,2.66,37.7,Yes,None
2025-06-01 03:06:00,S5,0.41,4.4,31.1,No,Pump Malfunction
2025-06-01 03:07:00,S1,5.13,4.68,28.6,Yes,None
2025-06-01 03:08:00,S1,10.68,1.9,32.7,Yes,None
2025-06-01 03:09:00,S3,9.68,0.5,32.0,Yes,None
2025-06-01 03:10:00,S2,23.8,4.24,27.1,Yes,None
2025-06-01 03:11:00,S5,20.51,4.82,30.0,Yes,None
2025-06-01 03:12:00,S4,9.2,3.88,39.2,Yes,None
2025-06-01 03:13:00,S2,13.89,2.71,26.6,Yes,None
2025-06-01 03:14:00,S4,3.14,1.92,29.2,Yes,None
2025-06-01 03:15:00,S3,26.97,3.62,28.2,Yes,None
2025-06-01 03:16:00,S3,28.08,4.05,28.6,Yes,None
2025-06-01 03:17:00,S1,29.4,2.34,30.2,Yes,None
2025-06-01 03:18:00,S5,26.1,3.28,33.8,Yes,None
2025-06-01 03:19:00,S4,5.47,2.57,37.2,Yes,None
2025-06-01 03:20:00,S2,1.67,3.75,32.8,Yes,None
2025-06-01 03:21:00,S3,17.51,0.94,29.3,Yes,None
2025-06-01 03:22:00,S1,27.4,3.4,38.2,Yes,None
2025-06-01 03:23:00,S1,5.57,2.63,23.7,Yes,None
2025-06-01 03:24:00,S4,0.51,4.83,34.7,Yes,Clogging
2025-06-01 03:25:00,S3,24.22,3.31,27.9,Yes,None
2025-06-01 03:26:00,S5,2.58,3.71,31.8,Yes,None
2025-06-01 03:27:00,S3,12.59,2.06,34.3,Yes,None
2025-06-01 03:28:00,S4,20.46,2.78,25.6,Yes,None
2025-06-01 03:29:00,S4,7.33,3.39,32.6,Yes,None
2025-06-01 03:30:00,S3,2.79,2.64,32.9,Yes,None
2025-06-01 03:31:00,S4,23.17,2.76,37.8,Yes,None
2025-06-01 03:32:00,S3,19.02,3.26,42.9,Yes,None
2025-06-01 03:33:00,S2,29.66,1.29,25.8,Yes,None
2025-06-01 03:34:00,S3,10.53,2.48,37.7,Yes,None
2025-06-01 03:35:00,S3,2.13,3.79,31.8,Yes,None
2025-06-01 03:36:00,S4,22.11,2.61,28.8,Yes,None
2025-06-01 03:37:00,S4,15.8,5.34,33.5,Yes,Sensor Failure
2025-06-01 03:38:00,S1,6.63,3.09,26.8,Yes,None
2025-06-01 03:39:00,S1,23.52,1.15,27.0,Yes,None
2025-06-01 03:40:00,S2,6.35,3.44,25.1,Yes,None
2025-06-01 03:41:00,S1,8.04,1.94,34.2,Yes,None
2025-06-01 03:42:00,S3,3.05,3.34,33.3,Yes,None
2025-06-01 03:43:00,S4,12.16,2.43,28.7,Yes,None
2025-06-01 03:44:00,S1,12.74,2.5,38.1,Yes,None
2025-06-01 03:45:00,S1,15.58,4.04,29.3,Yes,None
2025-06-01 03:46:00,S2,21.36,1.42,37.1,Yes,None
2025-06-01 03:47:00,S2,27.21,2.51,32.5,Yes,None
2025-06-01 03:48:00,S3,4.39,2.4,29.3,Yes,None
2025-06-01 03:49:00,S4,1.91,4.34,31.5,Yes,Clogging
2025-06-01 03:50:00,S2,0.85,2.65,27.0,Yes,None
2025-06-01 03:51:00,S1,4.57,2.06,32.9,Yes,None
2025-06-01 03:52:00,S4,19.84,3.23,32.1,Yes,None
2025-06-01 03:53:00,S4,21.91,2.11,34.1,Yes,None
2025-06-01 03:54:00,S1,23.66,2.25,35.5,Yes,None
2025-06-01 03:55:00,S2,7.54,3.69,32.5,Yes,None
2025-06-01 03:56:00,S1,9.39,0.5,26.1,Yes,None
2025-06-01 03:57:00,S4,14.65,2.04,35.7,Yes,None
2025-06-01 03:58:00,S5,2.18,2.32,32.1,Yes,None
2025-06-01 03:59:00,S5,18.45,4.55,24.4,Yes,None
2025-06-01 04:00:00,S3,29.52,3.45,33.2,Yes,None
2025-06-01 04:01:00,S1,11.02,2.97,33.5,Yes,None
2025-06-01 04:02:00,S1,22.66,2.9,30.6,Yes,None
2025-06-01 04:03:00,S3,15.15,3.12,31.2,Yes,None
2025-06-01 04:04:00,S3,4.1,3.25,29.6,Yes,None
2025-06-01 04:05:00,S3,17.59,3.13,33.7,Yes,None
2025-06-01 04:06:00,S4,9.21,4.95,32.6,Yes,None
2025-06-01 04:07:00,S1,1.32,2.56,28.4,Yes,None
2025-06-01 04:08:00,S4,19.16,3.17,38.5,Yes,None
2025-06-01 04:09:00,S3,25.81,3.04,29.3,Yes,None
2025-06-01 04:10:00,S1,10.54,3.94,21.2,Yes,None
2025-06-01 04:11:00,S4,11.89,2.31,30.1,Yes,None
2025-06-01 04:12:00,S4,26.76,2.63,36.1,Yes,None
2025-06-01 04:13:00,S3,24.46,1.49,31.2,Yes,None
2025-06-01 04:14:00,S1,21.53,3.99,25.5,Yes,None
2025-06-01 04:15:00,S3,7.69,1.48,27.9,Yes,None
2025-06-01 04:16:00,S1,27.33,3.54,27.7,Yes,None
2025-06-01 04:17:00,S5,4.89,4.68,29.7,Yes,None
2025-06-01 04:18:00,S2,18.92,4.93,31.0,Yes,None
2025-06-01 04:19:00,S2,1.16,2.69,34.0,Yes,None
2025-06-01 04:20:00,S2,19.42,2.65,32.5,Yes,None
2025-06-01 04:21:00,S3,8.53,2.93,32.7,Yes,None
2025-06-01 04:22:00,S5,13.66,3.9,39.1,Yes,None
2025-06-01 04:23:00,S1,10.55,2.87,35.4,Yes,None
2025-06-01 04:24:00,S4,5.43,2.73,35.1,Yes,None
2025-06-01 04:25:00,S1,18.77,4.07,24.7,Yes,None
2025-06-01 04:26:00,S4,26.49,3.04,29.0,Yes,None
2025-06-01 04:27:00,S1,28.78,2.85,25.6,Yes,None
2025-06-01 04:28:00,S5,6.01,2.12,28.9,Yes,None
2025-06-01 04:29:00,S4,21.61,4.03,35.2,Yes,None
2025-06-01 04:30:00,S3,20.03,3.25,30.4,Yes,None
2025-06-01 04:31:00,S1,10.5,2.99,36.3,Yes,None
2025-06-01 04:32:00,S1,0.87,1.14,34.8,Yes,None
2025-06-01 04:33:00,S4,20.79,3.95,32.2,Yes,None
2025-06-01 04:34:00,S3,28.38,1.87,36.4,Yes,None
2025-06-01 04:35:00,S3,19.07,3.45,37.5,Yes,None
2025-06-01 04:36:00,S5,13.23,2.22,33.8,Yes,None
2025-06-01 04:37:00,S3,15.9,1.93,32.9,Yes,None
2025-06-01 04:38:00,S3,6.23,3.93,34.5,Yes,None
2025-06-01 04:39:00,S3,22.59,3.1,26.4,Yes,None
2025-06-01 04:40:00,S2,22.47,3.04,31.5,Yes,None
2025-06-01 04:41:00,S5,4.62,4.95,31.9,Yes,None
2025-06-01 04:42:00,S1,26.38,4.94,30.5,Yes,None
2025-06-01 04:43:00,S4,8.29,2.75,28.8,Yes,None
2025-06-01 04:44:00,S1,29.47,1.69,36.0,Yes,None
2025-06-01 04:45:00,S5,11.67,4.41,32.7,Yes,None
2025-06-01 04:46:00,S4,5.58,1.66,33.0,Yes,None
2025-06-01 04:47:00,S5,10.75,3.48,37.7,Yes,None
2025-06-01 04:48:00,S3,13.37,2.73,31.2,Yes,None
2025-06-01 04:49:00,S4,2.36,3.08,30.4,Yes,None
2025-06-01 04:50:00,S3,17.47,4.23,37.4,Yes,None
2025-06-01 04:51:00,S1,18.05,2.21,26.0,Yes,None
2025-06-01 04:52:00,S1,22.25,2.39,32.2,Yes,None
2025-06-01 04:53:00,S4,1.17,3.76,29.0,Yes,None
2025-06-01 04:54:00,S4,16.37,4.79,33.2,Yes,None
2025-06-01 04:55:00,S5,1.87,5.47,34.3,Yes,Clogging
2025-06-01 04:56:00,S5,21.12,1.55,34.5,Yes,None
2025-06-01 04:57:00,S3,1.96,2.58,36.1,Yes,None
2025-06-01 04:58:00,S4,27.38,1.97,31.0,Yes,None
2025-06-01 04:59:00,S1,21.15,3.85,31.2,Yes,None
2025-06-01 05:00:00,S5,15.37,3.06,34.1,Yes,None
2025-06-01 05:01:00,S5,13.41,3.88,35.6,Yes,None
2025-06-01 05:02:00,S1,4.18,2.6,26.8,Yes,None
2025-06-01 05:03:00,S5,8.94,3.7,33.3,Yes,None
2025-06-01 05:04:00,S3,26.11,2.82,30.4,Yes,None
2025-06-01 05:05:00,S4,27.16,3.14,32.3,Yes,None
2025-06-01 05:06:00,S1,0.32,2.42,30.6,No,Pump Malfunction
2025-06-01 05:07:00,S4,17.95,4.36,29.1,Yes,None
2025-06-01 05:08:00,S5,21.66,1.74,27.9,Yes,None
2025-06-01 05:09:00,S5,18.68,2.89,31.4,Yes,None
2025-06-01 05:10:00,S1,2.73,4.78,33.4,Yes,None
2025-06-01 05:11:00,S3,6.77,4.28,29.6,Yes,None
2025-06-01 05:12:00,S2,7.74,2.16,36.8,Yes,None
2025-06-01 05:13:00,S1,25.0,2.21,41.8,Yes,None
2025-06-01 05:14:00,S2,14.06,3.51,33.7,Yes,None
2025-06-01 05:15:00,S2,14.76,3.65,31.8,Yes,None
2025-06-01 05:16:00,S3,28.07,4.19,28.4,Yes,None
2025-06-01 05:17:00,S2,19.22,1.59,33.5,Yes,None
2025-06-01 05:18:00,S2,26.99,4.32,37.9,Yes,None
2025-06-01 05:19:00,S3,13.86,2.1,39.8,Yes,None
2025-06-01 05:20:00,S2,4.74,4.33,37.6,Yes,None
2025-06-01 05:21:00,S2,27.92,1.38,35.4,Yes,None
2025-06-01 05:22:00,S2,13.92,1.89,33.6,Yes,None
2025-06-01 05:23:00,S1,5.69,4.72,27.8,Yes,None
2025-06-01 05:24:00,S1,9.28,4.78,31.6,Yes,None
2025-06-01 05:25:00,S1,1.81,3.1,31.1,Yes,None
2025-06-01 05:26:00,S3,14.21,2.67,31.6,Yes,None
2025-06-01 05:27:00,S5,25.64,2.98,29.1,Yes,None
2025-06-01 05:28:00,S2,28.03,3.41,35.0,Yes,None
2025-06-01 05:29:00,S2,28.0,3.5,30.9,Yes,None
2025-06-01 05:30:00,S3,4.02,2.71,30.6,Yes,None
2025-06-01 05:31:00,S2,11.65,1.06,29.1,Yes,None
2025-06-01 05:32:00,S1,1.14,2.46,32.9,Yes,None
2025-06-01 05:33:00,S5,25.7,1.44,38.0,Yes,None
2025-06-01 05:34:00,S4,10.96,3.77,32.0,Yes,None
2025-06-01 05:35:00,S2,19.04,3.37,33.1,Yes,None
2025-06-01 05:36:00,S1,21.53,2.89,39.7,Yes,None
2025-06-01 05:37:00,S4,13.07,2.75,36.8,Yes,None
2025-06-01 05:38:00,S5,9.4,4.97,34.4,Yes,None
2025-06-01 05:39:00,S4,28.88,4.15,34.2,Yes,None
2025-06-01 05:40:00,S1,28.95,3.21,29.6,Yes,None
2025-06-01 05:41:00,S4,8.9,2.46,29.2,Yes,None
2025-06-01 05:42:00,S3,14.54,4.29,32.6,Yes,None
2025-06-01 05:43:00,S4,29.19,3.11,32.7,Yes,None
2025-06-01 05:44:00,S2,0.44,2.35,28.6,No,Pump Malfunction
2025-06-01 05:45:00,S2,12.56,2.41,34.8,Yes,None
2025-06-01 05:46:00,S3,3.28,3.66,30.9,Yes,None
2025-06-01 05:47:00,S1,15.42,3.95,36.5,Yes,None
2025-06-01 05:48:00,S2,1.03,3.64,31.8,Yes,None
2025-06-01 05:49:00,S5,12.38,3.66,31.4,Yes,None
2025-06-01 05:50:00,S2,6.85,2.7,28.3,Yes,None
2025-06-01 05:51:00,S2,16.14,2.46,28.7,Yes,None
2025-06-01 05:52:00,S1,29.88,3.15,37.3,Yes,None
2025-06-01 05:53:00,S4,24.08,2.92,33.1,Yes,None
2025-06-01 05:54:00,S2,25.42,2.0,33.6,Yes,None
2025-06-01 05:55:00,S3,19.17,2.97,38.4,Yes,None
2025-06-01 05:56:00,S4,1.53,3.69,26.7,Yes,None
2025-06-01 05:57:00,S5,6.44,2.61,34.7,Yes,None
2025-06-01 05:58:00,S1,27.77,4.59,25.6,Yes,None
2025-06-01 05:59:00,S5,11.17,1.75,30.2,Yes,None
2025-06-01 06:00:00,S4,3.38,2.18,27.4,Yes,None
2025-06-01 06:01:00,S4,21.16,2.43,35.4,Yes,None
2025-06-01 06:02:00,S4,9.19,3.82,24.4,Yes,None
2025-06-01 06:03:00,S5,8.29,3.21,31.1,Yes,None
2025-06-01 06:04:00,S4,29.94,2.11,27.4,Yes,None
2025-06-01 06:05:00,S5,25.79,1.13,28.6,Yes,None
2025-06-01 06:06:00,S4,12.42,1.81,29.2,Yes,None
2025-06-01 06:07:00,S3,29.41,1.25,37.3,Yes,None
2025-06-01 06:08:00,S4,19.61,3.87,30.7,Yes,None
2025-06-01 06:09:00,S5,22.34,1.94,38.9,Yes,None
2025-06-01 06:10:00,S2,1.24,3.68,39.7,Yes,None
2025-06-01 06:11:00,S4,3.91,3.54,40.5,Yes,None
2025-06-01 06:12:00,S2,19.1,4.19,31.8,Yes,None
2025-06-01 06:13:00,S3,27.0,2.29,32.8,Yes,None
2025-06-01 06:14:00,S1,18.83,3.4,33.5,Yes,None
2025-06-01 06:15:00,S3,4.28,3.12,30.5,Yes,None
2025-06-01 06:16:00,S4,3.74,3.12,33.7,Yes,None
2025-06-01 06:17:00,S2,25.37,2.98,28.3,Yes,None
2025-06-01 06:18:00,S2,4.44,3.84,24.5,Yes,None
2025-06-01 06:19:00,S5,15.75,3.73,34.9,Yes,None
2025-06-01 06:20:00,S2,1.4,3.0,30.6,Yes,None
2025-06-01 06:21:00,S5,2.7,2.54,28.1,Yes,None
2025-06-01 06:22:00,S1,20.27,2.43,28.6,Yes,None
2025-06-01 06:23:00,S4,20.77,3.04,38.1,Yes,None
2025-06-01 06:24:00,S5,10.44,3.22,33.9,Yes,None
2025-06-01 06:25:00,S1,6.7,2.91,25.9,Yes,None
2025-06-01 06:26:00,S2,24.47,1.71,27.3,Yes,None
2025-06-01 06:27:00,S2,6.75,2.7,30.8,Yes,None
2025-06-01 06:28:00,S1,16.4,2.47,33.9,Yes,None
2025-06-01 06:29:00,S2,29.06,3.02,28.8,Yes,None
2025-06-01 06:30:00,S1,4.69,5.54,31.3,Yes,Sensor Failure
2025-06-01 06:31:00,S5,28.24,3.43,32.5,Yes,None
2025-06-01 06:32:00,S5,5.73,4.26,32.5,Yes,None
2025-06-01 06:33:00,S1,17.15,2.32,22.4,Yes,None
2025-06-01 06:34:00,S5,11.5,3.02,32.9,Yes,None
2025-06-01 06:35:00,S5,28.96,4.23,25.1,Yes,None
2025-06-01 06:36:00,S5,8.42,1.42,30.9,Yes,None
2025-06-01 06:37:00,S3,12.17,2.77,30.0,Yes,None
2025-06-01 06:38:00,S4,29.49,3.62,27.7,Yes,None
2025-06-01 06:39:00,S2,16.23,2.93,35.4,Yes,None
2025-06-01 06:40:00,S3,15.23,2.43,27.5,Yes,None
2025-06-01 06:41:00,S5,7.96,2.49,29.9,Yes,None
2025-06-01 06:42:00,S1,21.13,3.32,35.5,Yes,None
2025-06-01 06:43:00,S5,0.73,1.43,29.8,Yes,None
2025-06-01 06:44:00,S4,1.77,3.12,29.0,Yes,None
2025-06-01 06:45:00,S5,18.1,3.73,30.9,Yes,None
2025-06-01 06:46:00,S1,10.45,2.64,34.2,Yes,None
